Acad Group,Class ID,Subject,Subject Code,Course Nbr,Section,Course Title,Day,Time,Instructor,Credits
Nursing,24992,Nursing,NURS, 681,001,Dec Sci for Pop Hlth,TH,8-11AM,Rosemberg,3.00
Nursing,24993,Nursing,NURS, 682,001,Syst Assmt&Leadershp,TH,12-2PM,Robinson-Lane,4.00
Nursing,24997,Nursing,NURS, 682,002,Syst Assmt&Leadershp,,ARR,Robinson-Lane,4.00
Nursing,21123,Nursing,NURS, 695,001,Selected Topics,,ARR,,0.50-4.00
Nursing,21125,Nursing,NURS, 695,015,Selected Topics,,ARR,,0.50-4.00
Nursing,24356,Nursing,NURS, 695,030,Selected Topics,,ARR,,0.50-4.00
Nursing,21126,Nursing,NURS, 695,035,Selected Topics,,ARR,,0.50-4.00
Nursing,21663,Nursing,NURS, 695,048,Selected Topics,,ARR,,0.50-4.00
Nursing,22929,Nursing,NURS, 695,052,Selected Topics,,ARR,,0.50-4.00
Nursing,21097,Nursing,NURS, 697,002,Independent Studies,,ARR,,1.00-4.00
Nursing,19294,Nursing,NURS, 697,004,Independent Studies,,ARR,Struble,1.00-4.00
Nursing,29694,Nursing,NURS, 697,005,Independent Studies,,ARR,Ursuy,1.00-4.00
Nursing,26768,Nursing,NURS, 697,006,Independent Studies,,ARR,Nelson,1.00-4.00
Nursing,21127,Nursing,NURS, 697,008,Independent Studies,,ARR,Wismont,1.00-4.00
Nursing,29498,Nursing,NURS, 697,010,Independent Studies,,ARR,Munro-Kramer,1.00-4.00
Nursing,16029,Nursing,NURS, 697,011,Independent Studies,TH,1-4PM,Mutumba,1.00-4.00
Nursing,17858,Nursing,NURS, 697,012,Independent Studies,,ARR,Rojas Pena,1.00-4.00
Nursing,18334,Nursing,NURS, 697,015,Independent Studies,,ARR,Clemen-Stone,1.00-4.00
Nursing,16585,Nursing,NURS, 697,016,Independent Studies,,ARR,Villarruel,1.00-4.00
Nursing,22520,Nursing,NURS, 697,017,Independent Studies,,ARR,O'Grady,1.00-4.00
Nursing,19270,Nursing,NURS, 697,019,Independent Studies,,ARR,Coleman-Burns,1.00-4.00
Nursing,22329,Nursing,NURS, 697,020,Independent Studies,,ARR,Marvicsin,1.00-4.00
Nursing,20141,Nursing,NURS, 697,021,Independent Studies,,ARR,Low,1.00-4.00
Nursing,17990,Nursing,NURS, 697,024,Independent Studies,,ARR,Fink,1.00-4.00
Nursing,23025,Nursing,NURS, 697,025,Independent Studies,,ARR,McCullagh,1.00-4.00
Nursing,19239,Nursing,NURS, 697,027,Independent Studies,,ARR,Kruszewski,1.00-4.00
Nursing,20171,Nursing,NURS, 697,029,Independent Studies,,ARR,Aebersold,1.00-4.00
Nursing,24267,Nursing,NURS, 697,030,Independent Studies,,ARR,Titler,1.00-4.00
Nursing,19269,Nursing,NURS, 697,031,Independent Studies,,ARR,Roberts,1.00-4.00
Nursing,22407,Nursing,NURS, 697,035,Independent Studies,,ARR,Kao,1.00-4.00
Nursing,17585,Nursing,NURS, 697,040,Independent Studies,,ARR,Raisler,1.00-4.00
Nursing,20672,Nursing,NURS, 697,043,Independent Studies,,ARR,Eagle,1.00-4.00
Nursing,22384,Nursing,NURS, 697,048,Independent Studies,,ARR,Hartman,1.00-4.00
Nursing,29785,Nursing,NURS, 697,051,Independent Studies,,ARR,Seng,1.00-4.00
Nursing,29607,Nursing,NURS, 697,052,Independent Studies,,ARR,Casida,1.00-4.00
Nursing,36352,Nursing,NURS, 697,053,Independent Studies,,ARR,Strobbe,1.00-4.00
Nursing,16100,Nursing,NURS, 697,060,Independent Studies,,ARR,Darling-Fisher,1.00-4.00
Nursing,22542,Nursing,NURS, 697,066,Independent Studies,,ARR,Larson,1.00-4.00
Nursing,21442,Nursing,NURS, 697,067,Independent Studies,,ARR,Sullivan,1.00-4.00
Nursing,22331,Nursing,NURS, 697,068,Independent Studies,,ARR,Wilson,1.00-4.00
Nursing,20304,Nursing,NURS, 697,095,Independent Studies,,ARR,Fenske,1.00-4.00
Nursing,13472,Nursing,NURS, 697,105,Independent Studies,,ARR,Martyn,1.00-4.00
Nursing,16520,Nursing,NURS, 697,117,Independent Studies,,ARR,Hagerty,1.00-4.00
Nursing,17575,Nursing,NURS, 697,129,Independent Studies,,ARR,Thomas,1.00-4.00
Nursing,23091,Nursing,NURS, 697,137,Independent Studies,,ARR,Boyd,1.00-4.00
Nursing,36856,Nursing,NURS, 697,144,Independent Studies,,ARR,Boucher,1.00-4.00
Nursing,16153,Nursing,NURS, 697,156,Independent Studies,,ARR,Algase,1.00-4.00
Nursing,26769,Nursing,NURS, 697,170,Independent Studies,,ARR,Price,1.00-4.00
Nursing,23206,Nursing,NURS, 697,179,Independent Studies,,ARR,Arslanian-Engoren,1.00-4.00
Nursing,34805,Nursing,NURS, 697,180,Independent Studies,,ARR,Schoville,1.00-4.00
Nursing,20127,Nursing,NURS, 697,182,Independent Studies,,ARR,Lori,1.00-4.00
Nursing,16856,Nursing,NURS, 697,183,Independent Studies,,ARR,Rutowski,1.00-4.00
Nursing,27085,Nursing,NURS, 697,187,Independent Studies,,ARR,Saint Arnault,1.00-4.00
Nursing,19803,Nursing,NURS, 697,197,Independent Studies,,ARR,Sampson,1.00-4.00
Nursing,30022,Nursing,NURS, 697,203,Independent Studies,,ARR,Tschannen,1.00-4.00
Nursing,24405,Nursing,NURS, 697,207,Independent Studies,,ARR,Bigelow,1.00-4.00
Nursing,22925,Nursing,NURS, 697,208,Independent Studies,,ARR,Duffy,1.00-4.00
Nursing,24347,Nursing,NURS, 697,211,Independent Studies,,ARR,Harris,1.00-4.00
Nursing,23230,Nursing,NURS, 697,214,Independent Studies,,ARR,Stoddard,1.00-4.00
Nursing,25337,Nursing,NURS, 697,216,Independent Studies,,ARR,Kuzma,1.00-4.00
Nursing,29600,Nursing,NURS, 697,217,Independent Studies,,ARR,Zielinski,1.00-4.00
Nursing,16115,Nursing,NURS, 697,294,Independent Studies,,ARR,,1.00-4.00
Nursing,20316,Nursing,NURS, 697,295,Independent Studies,,ARR,Miller,1.00-4.00
Nursing,30017,Nursing,NURS, 697,299,Independent Studies,,ARR,Lee,1.00-4.00
Nursing,29306,Nursing,NURS, 697,300,Independent Studies,,ARR,Gosselin,1.00-4.00
Nursing,25442,Nursing,NURS, 697,301,Independent Studies,,ARR,Wagner,1.00-4.00
Nursing,16568,Nursing,NURS, 697,844,Independent Studies,,ARR,,1.00-4.00
Nursing,15926,Nursing,NURS, 699,002,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15914,Nursing,NURS, 699,003,Nrs Scholarly Proj,TH,12-1PM,,1.00-8.00
Nursing,19622,Nursing,NURS, 699,004,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15932,Nursing,NURS, 699,005,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15925,Nursing,NURS, 699,010,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15933,Nursing,NURS, 699,011,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15931,Nursing,NURS, 699,012,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,18289,Nursing,NURS, 699,014,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,17439,Nursing,NURS, 699,015,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,16533,Nursing,NURS, 699,016,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,19598,Nursing,NURS, 699,019,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,20103,Nursing,NURS, 699,020,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,18254,Nursing,NURS, 699,021,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15928,Nursing,NURS, 699,024,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,19796,Nursing,NURS, 699,025,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,21171,Nursing,NURS, 699,026,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,20131,Nursing,NURS, 699,029,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,17855,Nursing,NURS, 699,031,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,21077,Nursing,NURS, 699,033,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,20284,Nursing,NURS, 699,035,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15934,Nursing,NURS, 699,038,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15967,Nursing,NURS, 699,041,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,16949,Nursing,NURS, 699,051,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,16000,Nursing,NURS, 699,060,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15929,Nursing,NURS, 699,063,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15874,Nursing,NURS, 699,064,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15930,Nursing,NURS, 699,065,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,19595,Nursing,NURS, 699,066,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,19607,Nursing,NURS, 699,067,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15927,Nursing,NURS, 699,072,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15604,Nursing,NURS, 699,076,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,17036,Nursing,NURS, 699,085,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15888,Nursing,NURS, 699,086,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15721,Nursing,NURS, 699,091,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15886,Nursing,NURS, 699,096,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15935,Nursing,NURS, 699,100,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15719,Nursing,NURS, 699,102,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,16150,Nursing,NURS, 699,103,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15622,Nursing,NURS, 699,105,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15906,Nursing,NURS, 699,117,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,17880,Nursing,NURS, 699,118,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15718,Nursing,NURS, 699,122,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,17382,Nursing,NURS, 699,129,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,16419,Nursing,NURS, 699,134,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15720,Nursing,NURS, 699,156,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15699,Nursing,NURS, 699,167,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,15619,Nursing,NURS, 699,169,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,17553,Nursing,NURS, 699,178,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,17921,Nursing,NURS, 699,179,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,20302,Nursing,NURS, 699,182,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,17010,Nursing,NURS, 699,184,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,17916,Nursing,NURS, 699,186,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,17272,Nursing,NURS, 699,187,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,20135,Nursing,NURS, 699,193,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,18242,Nursing,NURS, 699,194,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,18532,Nursing,NURS, 699,197,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,18930,Nursing,NURS, 699,198,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,19128,Nursing,NURS, 699,199,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,20132,Nursing,NURS, 699,203,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,19568,Nursing,NURS, 699,204,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,20130,Nursing,NURS, 699,206,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,20165,Nursing,NURS, 699,207,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,16033,Nursing,NURS, 699,293,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,16859,Nursing,NURS, 699,295,Nrs Scholarly Proj,,ARR,,1.00-8.00
Nursing,22806,Nursing,NURS, 795,001,Spec Topics Nursing,,ARR,,1.00-3.00
Nursing,13473,Nursing,NURS, 797,001,Independent Study,,ARR,,1.00-3.00
Nursing,18335,Nursing,NURS, 797,002,Independent Study,,ARR,Cimprich,1.00-3.00
Nursing,19841,Nursing,NURS, 797,003,Independent Study,,ARR,Pressler,1.00-3.00
Nursing,19264,Nursing,NURS, 797,010,Independent Study,,ARR,Munro-Kramer,1.00-3.00
Nursing,16038,Nursing,NURS, 797,016,Independent Study,,ARR,Villarruel,1.00-3.00
Nursing,20212,Nursing,NURS, 797,021,Independent Study,,ARR,Low,1.00-3.00
Nursing,20964,Nursing,NURS, 797,030,Independent Study,,ARR,Titler,1.00-3.00
Nursing,24382,Nursing,NURS, 797,033,Independent Study,,ARR,Holden,1.00-3.00
Nursing,22528,Nursing,NURS, 797,037,Independent Study,,ARR,Smith,1.00-3.00
Nursing,25507,Nursing,NURS, 797,051,Independent Study,,ARR,Seng,1.00-3.00
Nursing,25367,Nursing,NURS, 797,052,Independent Study,,ARR,Casida,1.00-3.00
Nursing,17882,Nursing,NURS, 797,065,Independent Study,,ARR,Kalisch,1.00-3.00
Nursing,20137,Nursing,NURS, 797,066,Independent Study,,ARR,Larson,1.00-3.00
Nursing,16037,Nursing,NURS, 797,085,Independent Study,,ARR,Loveland-Cherry,1.00-3.00
Nursing,19805,Nursing,NURS, 797,100,Independent Study,,ARR,Williams,1.00-3.00
Nursing,18508,Nursing,NURS, 797,105,Independent Study,,ARR,Martyn,1.00-3.00
Nursing,16039,Nursing,NURS, 797,117,Independent Study,,ARR,Hagerty,1.00-3.00
Nursing,17965,Nursing,NURS, 797,137,Independent Study,,ARR,Boyd,1.00-3.00
Nursing,20901,Nursing,NURS, 797,143,Independent Study,,ARR,Redman,1.00-3.00
Nursing,19857,Nursing,NURS, 797,179,Independent Study,,ARR,Arslanian-Engoren,1.00-3.00
Nursing,19232,Nursing,NURS, 797,184,Independent Study,,ARR,Gretebeck,1.00-3.00
Nursing,25634,Nursing,NURS, 797,187,Independent Study,,ARR,Saint Arnault,1.00-3.00
Nursing,19727,Nursing,NURS, 797,197,Independent Study,,ARR,Sampson,1.00-3.00
Nursing,34996,Nursing,NURS, 797,211,Independent Study,,ARR,Harris,1.00-3.00
Nursing,25624,Nursing,NURS, 797,295,Independent Study,,ARR,Miller,1.00-3.00
Nursing,25441,Nursing,NURS, 797,301,Independent Study,,ARR,Wagner,1.00-3.00
Nursing,32232,Nursing,NURS, 800,001,Stat Adv Pract,F,9-12PM,Davis,3.00
Nursing,23984,Nursing,NURS, 803,001,RCRS,TH,4-6PM,Kahle,1.00
Nursing,24090,Nursing,NURS, 804,001,Research Synthesis,T,2-4PM,Brush,2.00
Nursing,24998,Nursing,NURS, 806,001,Prep Pubs,TH,130-330PM,Yakusheva,2.00
Nursing,21977,Nursing,NURS, 811,001,Health Informatics,TH,8-11AM,Jiang,3.00
Nursing,21521,Nursing,NURS, 815,001,Quality and Safety,TH,1-4PM,Medvec,3.00
Nursing,35254,Nursing,NURS, 856,001,Res & Prof Dev Sem I,T,1-2PM,Saint Arnault,1.00
Nursing,24091,Nursing,NURS, 880,001,Phil and Theory Nurs,T,8-12PM,Arslanian-Engoren,4.00
Nursing,22981,Nursing,NURS, 883,001,Topics Bio-Behavior,,ARR,,3.00
Nursing,23270,Nursing,NURS, 883,003,Topics Bio-Behavior,,ARR,,3.00
Nursing,24383,Nursing,NURS, 883,033,Topics Bio-Behavior,,ARR,,3.00
Nursing,24374,Nursing,NURS, 884,066,Topic Hlt Promotion,,ARR,,3.00
Nursing,21609,Nursing,NURS, 884,194,Topic Hlt Promotion,,ARR,,3.00
Nursing,23201,Nursing,NURS, 885,001,Topics in Nurs Sys,,ARR,,3.00
Nursing,24270,Nursing,NURS, 885,030,Topics in Nurs Sys,,ARR,,3.00
Nursing,23202,Nursing,NURS, 885,211,Topics in Nurs Sys,,ARR,,3.00
Nursing,24307,Nursing,NURS, 890,001,Research Focus I,W,1-3PM,Smith,3.00
Nursing,25632,Nursing,NURS, 950,203,DNP Residency,F,9-12PM,Tschannen,1.00-6.00
Nursing,21983,Nursing,NURS, 955,001,Scholarly Project,,ARR,,1.00-6.00
Nursing,34214,Nursing,NURS, 955,009,Scholarly Project,,ARR,Kusunoki,1.00-6.00
Nursing,26656,Nursing,NURS, 955,187,Scholarly Project,,ARR,Saint Arnault,1.00-6.00
Nursing,34144,Nursing,NURS, 955,206,Scholarly Project,,ARR,Friese,1.00-6.00
Nursing,29470,Nursing,NURS, 955,211,Scholarly Project,,ARR,Harris,1.00-6.00
Nursing,29309,Nursing,NURS, 955,300,Scholarly Project,,ARR,Gosselin,1.00-6.00
Nursing,29218,Nursing,NURS, 960,001,Capstone Res & Sem I,F,9-11AM,Pardee,6.00
Nursing,29219,Nursing,NURS, 960,002,Capstone Res & Sem I,,ARR,Pardee,6.00
Nursing,31091,Nursing,NURS, 960,003,Capstone Res & Sem I,,ARR,"Struble, Blush",6.00
Nursing,31092,Nursing,NURS, 960,004,Capstone Res & Sem I,,ARR,Duffy,6.00
Nursing,13474,Nursing,NURS, 990,001,Diss-Precand,,ARR,,1.00-8.00
Nursing,19699,Nursing,NURS, 990,066,Diss-Precand,,ARR,Larson,1.00-8.00
Nursing,19708,Nursing,NURS, 990,295,Diss-Precand,,ARR,Miller,1.00-8.00
Nursing,13475,Nursing,NURS, 995,001,Diss-Cand,,ARR,,8.00
Nursing,15955,Nursing,NURS, 995,002,Diss-Cand,,ARR,,8.00
Nursing,19685,Nursing,NURS, 995,003,Diss-Cand,,ARR,Pressler,8.00
Nursing,21617,Nursing,NURS, 995,004,Diss-Cand,,ARR,Struble,8.00
Nursing,15957,Nursing,NURS, 995,005,Diss-Cand,,ARR,Ursuy,8.00
Nursing,15959,Nursing,NURS, 995,011,Diss-Cand,,ARR,Mutumba,8.00
Nursing,35086,Nursing,NURS, 995,013,Diss-Cand,,ARR,Costa,8.00
Nursing,17913,Nursing,NURS, 995,016,Diss-Cand,,ARR,,8.00
Nursing,22419,Nursing,NURS, 995,019,Diss-Cand,,ARR,Coleman-Burns,8.00
Nursing,23290,Nursing,NURS, 995,020,Diss-Cand,,ARR,Marvicsin,8.00
Nursing,19686,Nursing,NURS, 995,021,Diss-Cand,,ARR,Low,8.00
Nursing,21612,Nursing,NURS, 995,025,Diss-Cand,,ARR,McCullagh,8.00
Nursing,23179,Nursing,NURS, 995,030,Diss-Cand,,ARR,Titler,8.00
Nursing,18526,Nursing,NURS, 995,031,Diss-Cand,,ARR,,8.00
Nursing,15593,Nursing,NURS, 995,032,Diss-Cand,,ARR,,8.00
Nursing,21113,Nursing,NURS, 995,033,Diss-Cand,,ARR,Holden,8.00
Nursing,23048,Nursing,NURS, 995,034,Diss-Cand,,ARR,Potempa,8.00
Nursing,23200,Nursing,NURS, 995,037,Diss-Cand,,ARR,Smith,8.00
Nursing,15536,Nursing,NURS, 995,038,Diss-Cand,,ARR,Dinov,8.00
Nursing,15958,Nursing,NURS, 995,040,Diss-Cand,,ARR,,8.00
Nursing,15596,Nursing,NURS, 995,046,Diss-Cand,,ARR,,8.00
Nursing,19687,Nursing,NURS, 995,051,Diss-Cand,,ARR,Seng,8.00
Nursing,15591,Nursing,NURS, 995,064,Diss-Cand,,ARR,,8.00
Nursing,15592,Nursing,NURS, 995,065,Diss-Cand,,ARR,,8.00
Nursing,19688,Nursing,NURS, 995,066,Diss-Cand,,ARR,Larson,8.00
Nursing,29608,Nursing,NURS, 995,075,Diss-Cand,,ARR,Giordani,8.00
Nursing,15598,Nursing,NURS, 995,076,Diss-Cand,,ARR,Saslow,8.00
Nursing,29391,Nursing,NURS, 995,077,Diss-Cand,,ARR,Stephenson,8.00
Nursing,29696,Nursing,NURS, 995,078,Diss-Cand,,ARR,Yakusheva,8.00
Nursing,15956,Nursing,NURS, 995,081,Diss-Cand,,ARR,,8.00
Nursing,15594,Nursing,NURS, 995,085,Diss-Cand,,ARR,,8.00
Nursing,15601,Nursing,NURS, 995,086,Diss-Cand,,ARR,,8.00
Nursing,15953,Nursing,NURS, 995,096,Diss-Cand,,ARR,,8.00
Nursing,15602,Nursing,NURS, 995,100,Diss-Cand,,ARR,,8.00
Nursing,15597,Nursing,NURS, 995,102,Diss-Cand,,ARR,,8.00
Nursing,19689,Nursing,NURS, 995,105,Diss-Cand,,ARR,,8.00
Nursing,15590,Nursing,NURS, 995,117,Diss-Cand,,ARR,Hagerty,8.00
Nursing,19690,Nursing,NURS, 995,118,Diss-Cand,,ARR,Talsma,8.00
Nursing,15595,Nursing,NURS, 995,122,Diss-Cand,,ARR,,8.00
Nursing,15599,Nursing,NURS, 995,134,Diss-Cand,,ARR,,8.00
Nursing,15588,Nursing,NURS, 995,137,Diss-Cand,,ARR,Boyd,8.00
Nursing,19048,Nursing,NURS, 995,143,Diss-Cand,,ARR,Redman,8.00
Nursing,15954,Nursing,NURS, 995,153,Diss-Cand,,ARR,,8.00
Nursing,15589,Nursing,NURS, 995,155,Diss-Cand,,ARR,,8.00
Nursing,15587,Nursing,NURS, 995,156,Diss-Cand,,ARR,,8.00
Nursing,15600,Nursing,NURS, 995,169,Diss-Cand,,ARR,,8.00
Nursing,19691,Nursing,NURS, 995,179,Diss-Cand,,ARR,Arslanian-Engoren,8.00
Nursing,29392,Nursing,NURS, 995,182,Diss-Cand,,ARR,Lori,8.00
Nursing,19692,Nursing,NURS, 995,184,Diss-Cand,,ARR,,8.00
Nursing,19693,Nursing,NURS, 995,186,Diss-Cand,,ARR,Manojlovich,8.00
Nursing,23203,Nursing,NURS, 995,187,Diss-Cand,,ARR,Saint Arnault,8.00
Nursing,19698,Nursing,NURS, 995,194,Diss-Cand,,ARR,Brush,8.00
Nursing,19694,Nursing,NURS, 995,197,Diss-Cand,,ARR,,8.00
Nursing,19695,Nursing,NURS, 995,198,Diss-Cand,,ARR,,8.00
Nursing,19696,Nursing,NURS, 995,199,Diss-Cand,,ARR,,8.00
Nursing,23228,Nursing,NURS, 995,204,Diss-Cand,,ARR,Katapodi,8.00
Nursing,26809,Nursing,NURS, 995,206,Diss-Cand,,ARR,Friese,8.00
Nursing,24094,Nursing,NURS, 995,211,Diss-Cand,,ARR,Harris,8.00
Nursing,36673,Nursing,NURS, 995,214,Diss-Cand,,ARR,Stoddard,8.00
Nursing,24339,Nursing,NURS, 995,218,Diss-Cand,,ARR,Barton,8.00
Nursing,29390,Nursing,NURS, 995,219,Diss-Cand,,ARR,Abbott,8.00
Nursing,19697,Nursing,NURS, 995,295,Diss-Cand,,ARR,Miller,8.00
Nursing,24170,Professional Nursing Education,PNE, 200,001,Health Main Cln I,,ARR,,3.00
Nursing,24171,Professional Nursing Education,PNE, 200,002,Health Main Cln I,,ARR,,3.00
Nursing,24172,Professional Nursing Education,PNE, 201,001,Health Main Cln I,T,2-1030PM,Meserve,3.00
Nursing,24173,Professional Nursing Education,PNE, 201,002,Health Main Cln I,TH,2-5PM,Meserve,3.00
Nursing,24174,Professional Nursing Education,PNE, 202,001,Health Main Cln I,T,2-1030PM,Tillman-Meakins,3.00
Nursing,24175,Professional Nursing Education,PNE, 202,002,Health Main Cln I,TH,2-5PM,Tillman-Meakins,3.00
Nursing,24176,Professional Nursing Education,PNE, 203,001,Health Main Cln I,TH,630-3PM,Shakoor,3.00
Nursing,24177,Professional Nursing Education,PNE, 203,002,Health Main Cln I,TH,8-11AM,Shakoor,3.00
Nursing,24178,Professional Nursing Education,PNE, 204,001,Health Main Cln I,TH,630-3PM,Buslawski,3.00
Nursing,24179,Professional Nursing Education,PNE, 204,002,Health Main Cln I,TH,11-2PM,Buslawski,3.00
Nursing,24180,Professional Nursing Education,PNE, 205,001,Health Main Cln I,TH,630-3PM,George,3.00
Nursing,24181,Professional Nursing Education,PNE, 205,002,Health Main Cln I,TH,8-11AM,George,3.00
Nursing,24182,Professional Nursing Education,PNE, 206,001,Health Main Cln I,TH,2-1030PM,Meserve,3.00
Nursing,24183,Professional Nursing Education,PNE, 206,002,Health Main Cln I,TH,11-2PM,Meserve,3.00
Nursing,24184,Professional Nursing Education,PNE, 207,001,Health Main Cln I,TH,630-3PM,Weinberg,3.00
Nursing,24185,Professional Nursing Education,PNE, 207,002,Health Main Cln I,TH,11-2PM,Weinberg,3.00
Nursing,24186,Professional Nursing Education,PNE, 208,001,Health Main Cln I,TH,630-3PM,Chiampi,3.00
Nursing,24187,Professional Nursing Education,PNE, 208,002,Health Main Cln I,TH,8-11AM,Chiampi,3.00
Nursing,24188,Professional Nursing Education,PNE, 209,001,Health Main Cln I,TH,630-3PM,Jones,3.00
Nursing,24189,Professional Nursing Education,PNE, 209,002,Health Main Cln I,TH,11-2PM,Jones,3.00
Nursing,24190,Professional Nursing Education,PNE, 210,001,Health Main Cln I,TH,7-3PM,Accurso,3.00
Nursing,24191,Professional Nursing Education,PNE, 210,002,Health Main Cln I,TH,8-11AM,Accurso,3.00
Nursing,24192,Professional Nursing Education,PNE, 211,001,Health Main Cln I,TH,3-11PM,DeLaney,3.00
Nursing,24193,Professional Nursing Education,PNE, 211,002,Health Main Cln I,TH,2-5PM,DeLaney,3.00
Nursing,24194,Professional Nursing Education,PNE, 212,001,Health Main Cln I,F,630-3PM,Shakoor,3.00
Nursing,24195,Professional Nursing Education,PNE, 212,002,Health Main Cln I,F,8-11AM,Shakoor,3.00
Nursing,24196,Professional Nursing Education,PNE, 213,001,Health Main Cln I,F,630-3PM,Tillman-Meakins,3.00
Nursing,24197,Professional Nursing Education,PNE, 213,002,Health Main Cln I,F,11-2PM,Tillman-Meakins,3.00
Nursing,24198,Professional Nursing Education,PNE, 214,001,Health Main Cln I,F,630-3PM,George,3.00
Nursing,24199,Professional Nursing Education,PNE, 214,002,Health Main Cln I,F,8-11AM,George,3.00
Nursing,24200,Professional Nursing Education,PNE, 215,001,Health Main Cln I,F,2-1030PM,Meserve,3.00
Nursing,24201,Professional Nursing Education,PNE, 215,002,Health Main Cln I,F,2-5PM,Meserve,3.00
Nursing,24202,Professional Nursing Education,PNE, 216,001,Health Main Cln I,F,630-3PM,Weinberg,3.00
Nursing,24203,Professional Nursing Education,PNE, 216,002,Health Main Cln I,F,11-2PM,Weinberg,3.00
Nursing,24223,Professional Nursing Education,PNE, 217,001,Health Main Cln I,F,630-3PM,Chiampi,3.00
Nursing,24224,Professional Nursing Education,PNE, 217,002,Health Main Cln I,F,8-11AM,Chiampi,3.00
Nursing,29221,Professional Nursing Education,PNE, 218,001,Health Main Cln I,F,630-3PM,Jones,3.00
Nursing,29222,Professional Nursing Education,PNE, 218,002,Health Main Cln I,F,11-2PM,Jones,3.00
Nursing,29223,Professional Nursing Education,PNE, 219,001,Health Main Cln I,F,7-3PM,Accurso,3.00
Nursing,29224,Professional Nursing Education,PNE, 219,002,Health Main Cln I,F,8-11AM,Accurso,3.00
Nursing,29227,Professional Nursing Education,PNE, 220,001,Health Main Cln I,F,3-11PM,DeLaney,3.00
Nursing,29228,Professional Nursing Education,PNE, 220,002,Health Main Cln I,F,2-5PM,DeLaney,3.00
